LineId,Device,IP,DateTime,TimeZone,Content,EventId,EventTemplate,ParameterList
1,Server,10.0.0.6,14/Mar/2020:11:53:50,+0100,"GET / HTTP/1.1"" 200 7632 ""-"" ""Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:74.0) Gecko/20100101 Firefox/74.0",20f25e8a,"GET <*> HTTP/<*>.<*>"" <*> <*> <*> ""Mozilla/<*>.<*> (X11; Ubuntu; Linux x86_<*>; rv:<*>.<*>) Gecko/<*> Firefox/<*>.<*>","['/', '1.1', '200', '7632 ""-""', '5.0', '64', '74.0', '20100101', '74.0']"
2,Server,127.0.0.1,14/Mar/2020:11:53:51,+0100,"POST /wp-cron.php?doing_wp_cron=1584183231.4158298969268798828125 HTTP/1.1"" 200 198 ""http://example.com/wp-cron.php?doing_wp_cron=1584183231.4158298969268798828125"" ""WordPress/5.3.2; http://example.com",301e786a,"POST /<*>?doing_wp_cron=<*>.<*> HTTP/<*>.<*>"" <*> <*> ""http:<*>?doing_wp_cron=<*>.<*>"" ""WordPress/<*>.<*>.<*>; http:<*>","['wp-cron.php', '1584183231.4158298969268798828125', '1.1', '200 198', '//example.com/wp-cron.php', '1584183231.4158298969268798828125', '5', '3.2', '//example.com']"
3,Server,10.0.0.6,14/Mar/2020:11:54:07,+0100,"GET /wp-content/uploads/2020/03/test2.txt HTTP/1.1"" 304 188 ""http://example.com/"" ""Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:74.0) Gecko/20100101 Firefox/74.0",20f25e8a,"GET <*> HTTP/<*>.<*>"" <*> <*> <*> ""Mozilla/<*>.<*> (X11; Ubuntu; Linux x86_<*>; rv:<*>.<*>) Gecko/<*> Firefox/<*>.<*>","['/wp-content/uploads/2020/03/test2.txt', '1.1', '304', '188 ""http://example.com/""', '5.0', '64', '74.0', '20100101', '74.0']"
4,Server,10.0.0.12,14/Mar/2020:11:54:46,+0100,"GET / HTTP/1.1"" 200 7632 ""-"" ""Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:74.0) Gecko/20100101 Firefox/74.0",20f25e8a,"GET <*> HTTP/<*>.<*>"" <*> <*> <*> ""Mozilla/<*>.<*> (X11; Ubuntu; Linux x86_<*>; rv:<*>.<*>) Gecko/<*> Firefox/<*>.<*>","['/', '1.1', '200', '7632 ""-""', '5.0', '64', '74.0', '20100101', '74.0']"
5,Server,10.0.0.12,14/Mar/2020:11:54:46,+0100,"GET /favicon.ico HTTP/1.1"" 404 489 ""-"" ""Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:74.0) Gecko/20100101 Firefox/74.0",20f25e8a,"GET <*> HTTP/<*>.<*>"" <*> <*> <*> ""Mozilla/<*>.<*> (X11; Ubuntu; Linux x86_<*>; rv:<*>.<*>) Gecko/<*> Firefox/<*>.<*>","['/favicon.ico', '1.1', '404', '489 ""-""', '5.0', '64', '74.0', '20100101', '74.0']"
6,Server,10.0.0.9,14/Mar/2020:11:54:50,+0100,"GET / HTTP/1.1"" 200 7632 ""-"" ""Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:74.0) Gecko/20100101 Firefox/74.0",20f25e8a,"GET <*> HTTP/<*>.<*>"" <*> <*> <*> ""Mozilla/<*>.<*> (X11; Ubuntu; Linux x86_<*>; rv:<*>.<*>) Gecko/<*> Firefox/<*>.<*>","['/', '1.1', '200', '7632 ""-""', '5.0', '64', '74.0', '20100101', '74.0']"
7,Server,10.0.0.9,14/Mar/2020:11:54:50,+0100,"GET /wp-content/themes/twentytwenty/style.css?ver=1.1 HTTP/1.1"" 200 22804 ""http://example.com/"" ""Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:74.0) Gecko/20100101 Firefox/74.0",20f25e8a,"GET <*> HTTP/<*>.<*>"" <*> <*> <*> ""Mozilla/<*>.<*> (X11; Ubuntu; Linux x86_<*>; rv:<*>.<*>) Gecko/<*> Firefox/<*>.<*>","['/wp-content/themes/twentytwenty/style.css?ver=1.1', '1.1', '200', '22804 ""http://example.com/""', '5.0', '64', '74.0', '20100101', '74.0']"
8,Server,10.0.0.12,14/Mar/2020:11:55:12,+0100,"GET /index.php/2020/03/07/important-news/ HTTP/1.1"" 200 8443 ""http://example.com/"" ""Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:74.0) Gecko/20100101 Firefox/74.0",20f25e8a,"GET <*> HTTP/<*>.<*>"" <*> <*> <*> ""Mozilla/<*>.<*> (X11; Ubuntu; Linux x86_<*>; rv:<*>.<*>) Gecko/<*> Firefox/<*>.<*>","['/index.php/2020/03/07/important-news/', '1.1', '200', '8443 ""http://example.com/""', '5.0', '64', '74.0', '20100101', '74.0']"
9,Server,10.0.0.12,14/Mar/2020:11:55:13,+0100,"GET /wp-includes/js/comment-reply.min.js?ver=5.3.2 HTTP/1.1"" 200 1481 ""http://example.com/index.php/2020/03/07/important-news/"" ""Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:74.0) Gecko/20100101 Firefox/74.0",20f25e8a,"GET <*> HTTP/<*>.<*>"" <*> <*> <*> ""Mozilla/<*>.<*> (X11; Ubuntu; Linux x86_<*>; rv:<*>.<*>) Gecko/<*> Firefox/<*>.<*>","['/wp-includes/js/comment-reply.min.js?ver=5.3.2', '1.1', '200', '1481 ""http://example.com/index.php/2020/03/07/important-news/""', '5.0', '64', '74.0', '20100101', '74.0']"
10,Server,10.0.0.9,14/Mar/2020:11:55:16,+0100,"GET /index.php/2020/03/04/hello-world/ HTTP/1.1"" 200 9010 ""http://example.com/"" ""Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:74.0) Gecko/20100101 Firefox/74.0",20f25e8a,"GET <*> HTTP/<*>.<*>"" <*> <*> <*> ""Mozilla/<*>.<*> (X11; Ubuntu; Linux x86_<*>; rv:<*>.<*>) Gecko/<*> Firefox/<*>.<*>","['/index.php/2020/03/04/hello-world/', '1.1', '200', '9010 ""http://example.com/""', '5.0', '64', '74.0', '20100101', '74.0']"
11,Server,10.0.0.9,14/Mar/2020:11:55:16,+0100,"GET /index.php/2020/03/07/important-news/ HTTP/1.1"" 200 8410 ""http://example.com/index.php/2020/03/04/hello-world/"" ""Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:74.0) Gecko/20100101 Firefox/74.0",20f25e8a,"GET <*> HTTP/<*>.<*>"" <*> <*> <*> ""Mozilla/<*>.<*> (X11; Ubuntu; Linux x86_<*>; rv:<*>.<*>) Gecko/<*> Firefox/<*>.<*>","['/index.php/2020/03/07/important-news/', '1.1', '200', '8410 ""http://example.com/index.php/2020/03/04/hello-world/""', '5.0', '64', '74.0', '20100101', '74.0']"
12,Server,10.0.0.6,14/Mar/2020:11:55:27,+0100,"GET /index.php/2020/03/ HTTP/1.1"" 200 7714 ""http://example.com/"" ""Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:74.0) Gecko/20100101 Firefox/74.0",20f25e8a,"GET <*> HTTP/<*>.<*>"" <*> <*> <*> ""Mozilla/<*>.<*> (X11; Ubuntu; Linux x86_<*>; rv:<*>.<*>) Gecko/<*> Firefox/<*>.<*>","['/index.php/2020/03/', '1.1', '200', '7714 ""http://example.com/""', '5.0', '64', '74.0', '20100101', '74.0']"
13,Server,10.0.0.9,14/Mar/2020:11:55:47,+0100,"GET /index.php/author/wordpressuser/ HTTP/1.1"" 200 7743 ""http://example.com/index.php/2020/03/04/hello-world/"" ""Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:74.0) Gecko/20100101 Firefox/74.0",20f25e8a,"GET <*> HTTP/<*>.<*>"" <*> <*> <*> ""Mozilla/<*>.<*> (X11; Ubuntu; Linux x86_<*>; rv:<*>.<*>) Gecko/<*> Firefox/<*>.<*>","['/index.php/author/wordpressuser/', '1.1', '200', '7743 ""http://example.com/index.php/2020/03/04/hello-world/""', '5.0', '64', '74.0', '20100101', '74.0']"
14,Server,10.0.0.12,14/Mar/2020:11:55:51,+0100,"GET /index.php/company-overview/ HTTP/1.1"" 200 6250 ""http://example.com/index.php/2020/03/07/important-news/"" ""Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:74.0) Gecko/20100101 Firefox/74.0",20f25e8a,"GET <*> HTTP/<*>.<*>"" <*> <*> <*> ""Mozilla/<*>.<*> (X11; Ubuntu; Linux x86_<*>; rv:<*>.<*>) Gecko/<*> Firefox/<*>.<*>","['/index.php/company-overview/', '1.1', '200', '6250 ""http://example.com/index.php/2020/03/07/important-news/""', '5.0', '64', '74.0', '20100101', '74.0']"
15,Server,10.0.0.6,14/Mar/2020:11:55:59,+0100,"GET /index.php/sample-page/ HTTP/1.1"" 200 6836 ""http://example.com/index.php/2020/03/"" ""Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:74.0) Gecko/20100101 Firefox/74.0",20f25e8a,"GET <*> HTTP/<*>.<*>"" <*> <*> <*> ""Mozilla/<*>.<*> (X11; Ubuntu; Linux x86_<*>; rv:<*>.<*>) Gecko/<*> Firefox/<*>.<*>","['/index.php/sample-page/', '1.1', '200', '6836 ""http://example.com/index.php/2020/03/""', '5.0', '64', '74.0', '20100101', '74.0']"
16,Server,10.0.0.12,14/Mar/2020:11:56:05,+0100,"GET /index.php/sample-page/ HTTP/1.1"" 200 6836 ""http://example.com/index.php/company-overview/"" ""Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:74.0) Gecko/20100101 Firefox/74.0",20f25e8a,"GET <*> HTTP/<*>.<*>"" <*> <*> <*> ""Mozilla/<*>.<*> (X11; Ubuntu; Linux x86_<*>; rv:<*>.<*>) Gecko/<*> Firefox/<*>.<*>","['/index.php/sample-page/', '1.1', '200', '6836 ""http://example.com/index.php/company-overview/""', '5.0', '64', '74.0', '20100101', '74.0']"
17,Server,10.0.0.6,14/Mar/2020:11:56:19,+0100,"GET /?s=company+news HTTP/1.1"" 200 6168 ""http://example.com/index.php/sample-page/"" ""Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:74.0) Gecko/20100101 Firefox/74.0",20f25e8a,"GET <*> HTTP/<*>.<*>"" <*> <*> <*> ""Mozilla/<*>.<*> (X11; Ubuntu; Linux x86_<*>; rv:<*>.<*>) Gecko/<*> Firefox/<*>.<*>","['/?s=company+news', '1.1', '200', '6168 ""http://example.com/index.php/sample-page/""', '5.0', '64', '74.0', '20100101', '74.0']"
18,Server,10.0.0.9,14/Mar/2020:11:57:58,+0100,"GET /index.php/category/uncategorized/ HTTP/1.1"" 404 21756 ""http://example.com/index.php/author/wordpressuser/"" ""Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:74.0) Gecko/20100101 Firefox/74.0",20f25e8a,"GET <*> HTTP/<*>.<*>"" <*> <*> <*> ""Mozilla/<*>.<*> (X11; Ubuntu; Linux x86_<*>; rv:<*>.<*>) Gecko/<*> Firefox/<*>.<*>","['/index.php/category/uncategorized/', '1.1', '404', '21756 ""http://example.com/index.php/author/wordpressuser/""', '5.0', '64', '74.0', '20100101', '74.0']"
19,Server,10.0.0.6,14/Mar/2020:11:58:00,+0100,"GET /?s=company+news HTTP/1.1"" 200 6168 ""http://example.com/?s=company+news"" ""Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:74.0) Gecko/20100101 Firefox/74.0",20f25e8a,"GET <*> HTTP/<*>.<*>"" <*> <*> <*> ""Mozilla/<*>.<*> (X11; Ubuntu; Linux x86_<*>; rv:<*>.<*>) Gecko/<*> Firefox/<*>.<*>","['/?s=company+news', '1.1', '200', '6168 ""http://example.com/?s=company+news""', '5.0', '64', '74.0', '20100101', '74.0']"
20,Server,10.0.0.6,14/Mar/2020:11:58:00,+0100,"GET /?s=company+news HTTP/1.1"" 200 6135 ""http://example.com/?s=company+news"" ""Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:74.0) Gecko/20100101 Firefox/74.0",20f25e8a,"GET <*> HTTP/<*>.<*>"" <*> <*> <*> ""Mozilla/<*>.<*> (X11; Ubuntu; Linux x86_<*>; rv:<*>.<*>) Gecko/<*> Firefox/<*>.<*>","['/?s=company+news', '1.1', '200', '6135 ""http://example.com/?s=company+news""', '5.0', '64', '74.0', '20100101', '74.0']"
21,Server,10.0.0.12,14/Mar/2020:12:00:29,+0100,"GET /index.php/sample-page/ HTTP/1.1"" 200 6836 ""http://example.com/index.php/sample-page/"" ""Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:74.0) Gecko/20100101 Firefox/74.0",20f25e8a,"GET <*> HTTP/<*>.<*>"" <*> <*> <*> ""Mozilla/<*>.<*> (X11; Ubuntu; Linux x86_<*>; rv:<*>.<*>) Gecko/<*> Firefox/<*>.<*>","['/index.php/sample-page/', '1.1', '200', '6836 ""http://example.com/index.php/sample-page/""', '5.0', '64', '74.0', '20100101', '74.0']"
22,Server,10.0.0.9,14/Mar/2020:12:02:11,+0100,"GET / HTTP/1.1"" 200 7632 ""http://example.com/index.php/category/uncategorized/"" ""Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:74.0) Gecko/20100101 Firefox/74.0",20f25e8a,"GET <*> HTTP/<*>.<*>"" <*> <*> <*> ""Mozilla/<*>.<*> (X11; Ubuntu; Linux x86_<*>; rv:<*>.<*>) Gecko/<*> Firefox/<*>.<*>","['/', '1.1', '200', '7632 ""http://example.com/index.php/category/uncategorized/""', '5.0', '64', '74.0', '20100101', '74.0']"
23,Server,10.0.0.9,14/Mar/2020:12:18:06,+0100,"GET /index.php/2020/03/07/important-news/ HTTP/1.1"" 200 8443 ""http://example.com/"" ""Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:74.0) Gecko/20100101 Firefox/74.0",20f25e8a,"GET <*> HTTP/<*>.<*>"" <*> <*> <*> ""Mozilla/<*>.<*> (X11; Ubuntu; Linux x86_<*>; rv:<*>.<*>) Gecko/<*> Firefox/<*>.<*>","['/index.php/2020/03/07/important-news/', '1.1', '200', '8443 ""http://example.com/""', '5.0', '64', '74.0', '20100101', '74.0']"
24,Server,10.0.0.12,14/Mar/2020:12:18:14,+0100,"GET /index.php/category/uncategorized/ HTTP/1.1"" 404 21756 ""http://example.com/index.php/company-overview/"" ""Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:74.0) Gecko/20100101 Firefox/74.0",20f25e8a,"GET <*> HTTP/<*>.<*>"" <*> <*> <*> ""Mozilla/<*>.<*> (X11; Ubuntu; Linux x86_<*>; rv:<*>.<*>) Gecko/<*> Firefox/<*>.<*>","['/index.php/category/uncategorized/', '1.1', '404', '21756 ""http://example.com/index.php/company-overview/""', '5.0', '64', '74.0', '20100101', '74.0']"
25,Server,10.0.0.6,14/Mar/2020:12:18:21,+0100,"GET /?s=company+news HTTP/1.1"" 200 6168 ""http://example.com/?s=company+news"" ""Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:74.0) Gecko/20100101 Firefox/74.0",20f25e8a,"GET <*> HTTP/<*>.<*>"" <*> <*> <*> ""Mozilla/<*>.<*> (X11; Ubuntu; Linux x86_<*>; rv:<*>.<*>) Gecko/<*> Firefox/<*>.<*>","['/?s=company+news', '1.1', '200', '6168 ""http://example.com/?s=company+news""', '5.0', '64', '74.0', '20100101', '74.0']"
26,Server,10.0.0.6,14/Mar/2020:12:18:21,+0100,"GET /?s=company+news HTTP/1.1"" 200 6135 ""http://example.com/?s=company+news"" ""Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:74.0) Gecko/20100101 Firefox/74.0",20f25e8a,"GET <*> HTTP/<*>.<*>"" <*> <*> <*> ""Mozilla/<*>.<*> (X11; Ubuntu; Linux x86_<*>; rv:<*>.<*>) Gecko/<*> Firefox/<*>.<*>","['/?s=company+news', '1.1', '200', '6135 ""http://example.com/?s=company+news""', '5.0', '64', '74.0', '20100101', '74.0']"
27,Server,10.0.0.9,14/Mar/2020:12:23:33,+0100,"POST /wp-comments-post.php HTTP/1.1"" 302 869 ""http://example.com/index.php/2020/03/07/important-news/"" ""Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:74.0) Gecko/20100101 Firefox/74.0",e2aa1865,"POST <*> HTTP/<*>.<*>"" <*> <*> <*> ""Mozilla/<*>.<*> (X11; Ubuntu; Linux x86_<*>; rv:<*>.<*>) Gecko/<*> Firefox/<*>.<*>","['/wp-comments-post.php', '1.1', '302', '869 ""http://example.com/index.php/2020/03/07/important-news/""', '5.0', '64', '74.0', '20100101', '74.0']"
28,Server,10.0.0.9,14/Mar/2020:12:23:33,+0100,"GET /index.php/2020/03/07/important-news/?unapproved=2&moderation-hash=6db200c78813f3c3c9cadae20eb561e0 HTTP/1.1"" 200 8935 ""http://example.com/index.php/2020/03/07/important-news/"" ""Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:74.0) Gecko/20100101 Firefox/74.0",20f25e8a,"GET <*> HTTP/<*>.<*>"" <*> <*> <*> ""Mozilla/<*>.<*> (X11; Ubuntu; Linux x86_<*>; rv:<*>.<*>) Gecko/<*> Firefox/<*>.<*>","['/index.php/2020/03/07/important-news/?unapproved=2&moderation-hash=6db200c78813f3c3c9cadae20eb561e0', '1.1', '200', '8935 ""http://example.com/index.php/2020/03/07/important-news/""', '5.0', '64', '74.0', '20100101', '74.0']"
29,Server,10.0.0.9,14/Mar/2020:12:24:46,+0100,"GET /index.php/2020/03/04/hello-world/ HTTP/1.1"" 200 9010 ""http://example.com/index.php/2020/03/07/important-news/?unapproved=2&moderation-hash=6db200c78813f3c3c9cadae20eb561e0"" ""Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:74.0) Gecko/20100101 Firefox/74.0",20f25e8a,"GET <*> HTTP/<*>.<*>"" <*> <*> <*> ""Mozilla/<*>.<*> (X11; Ubuntu; Linux x86_<*>; rv:<*>.<*>) Gecko/<*> Firefox/<*>.<*>","['/index.php/2020/03/04/hello-world/', '1.1', '200', '9010 ""http://example.com/index.php/2020/03/07/important-news/?unapproved=2&moderation-hash=6db200c78813f3c3c9cadae20eb561e0""', '5.0', '64', '74.0', '20100101', '74.0']"
30,Server,10.0.0.9,14/Mar/2020:12:24:46,+0100,"GET /index.php/2020/03/07/important-news/ HTTP/1.1"" 200 8410 ""http://example.com/index.php/2020/03/04/hello-world/"" ""Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:74.0) Gecko/20100101 Firefox/74.0",20f25e8a,"GET <*> HTTP/<*>.<*>"" <*> <*> <*> ""Mozilla/<*>.<*> (X11; Ubuntu; Linux x86_<*>; rv:<*>.<*>) Gecko/<*> Firefox/<*>.<*>","['/index.php/2020/03/07/important-news/', '1.1', '200', '8410 ""http://example.com/index.php/2020/03/04/hello-world/""', '5.0', '64', '74.0', '20100101', '74.0']"
31,Server,10.0.0.6,14/Mar/2020:12:27:04,+0100,"GET / HTTP/1.1"" 200 7632 ""http://example.com/?s=company+news"" ""Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:74.0) Gecko/20100101 Firefox/74.0",20f25e8a,"GET <*> HTTP/<*>.<*>"" <*> <*> <*> ""Mozilla/<*>.<*> (X11; Ubuntu; Linux x86_<*>; rv:<*>.<*>) Gecko/<*> Firefox/<*>.<*>","['/', '1.1', '200', '7632 ""http://example.com/?s=company+news""', '5.0', '64', '74.0', '20100101', '74.0']"
32,Server,10.0.0.9,14/Mar/2020:12:27:05,+0100,"GET / HTTP/1.1"" 200 7632 ""http://example.com/index.php/2020/03/04/hello-world/"" ""Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:74.0) Gecko/20100101 Firefox/74.0",20f25e8a,"GET <*> HTTP/<*>.<*>"" <*> <*> <*> ""Mozilla/<*>.<*> (X11; Ubuntu; Linux x86_<*>; rv:<*>.<*>) Gecko/<*> Firefox/<*>.<*>","['/', '1.1', '200', '7632 ""http://example.com/index.php/2020/03/04/hello-world/""', '5.0', '64', '74.0', '20100101', '74.0']"
33,Server,10.0.0.9,14/Mar/2020:12:27:05,+0100,"GET / HTTP/1.1"" 200 7599 ""http://example.com/"" ""Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:74.0) Gecko/20100101 Firefox/74.0",20f25e8a,"GET <*> HTTP/<*>.<*>"" <*> <*> <*> ""Mozilla/<*>.<*> (X11; Ubuntu; Linux x86_<*>; rv:<*>.<*>) Gecko/<*> Firefox/<*>.<*>","['/', '1.1', '200', '7599 ""http://example.com/""', '5.0', '64', '74.0', '20100101', '74.0']"
34,Server,10.0.0.12,14/Mar/2020:12:27:13,+0100,"GET /?s= HTTP/1.1"" 200 7991 ""http://example.com/index.php/category/uncategorized/"" ""Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:74.0) Gecko/20100101 Firefox/74.0",20f25e8a,"GET <*> HTTP/<*>.<*>"" <*> <*> <*> ""Mozilla/<*>.<*> (X11; Ubuntu; Linux x86_<*>; rv:<*>.<*>) Gecko/<*> Firefox/<*>.<*>","['/?s=', '1.1', '200', '7991 ""http://example.com/index.php/category/uncategorized/""', '5.0', '64', '74.0', '20100101', '74.0']"
35,Server,10.0.0.6,14/Mar/2020:12:32:41,+0100,"GET /index.php/category/uncategorized/ HTTP/1.1"" 404 21756 ""http://example.com/"" ""Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:74.0) Gecko/20100101 Firefox/74.0",20f25e8a,"GET <*> HTTP/<*>.<*>"" <*> <*> <*> ""Mozilla/<*>.<*> (X11; Ubuntu; Linux x86_<*>; rv:<*>.<*>) Gecko/<*> Firefox/<*>.<*>","['/index.php/category/uncategorized/', '1.1', '404', '21756 ""http://example.com/""', '5.0', '64', '74.0', '20100101', '74.0']"
36,Server,127.0.0.1,14/Mar/2020:12:48:12,+0100,"POST /wp-cron.php?doing_wp_cron=1584186492.7758760452270507812500 HTTP/1.1"" 200 198 ""http://example.com/wp-cron.php?doing_wp_cron=1584186492.7758760452270507812500"" ""WordPress/5.3.2; http://example.com",301e786a,"POST /<*>?doing_wp_cron=<*>.<*> HTTP/<*>.<*>"" <*> <*> ""http:<*>?doing_wp_cron=<*>.<*>"" ""WordPress/<*>.<*>.<*>; http:<*>","['wp-cron.php', '1584186492.7758760452270507812500', '1.1', '200 198', '//example.com/wp-cron.php', '1584186492.7758760452270507812500', '5', '3.2', '//example.com']"
37,Server,10.0.0.9,14/Mar/2020:12:48:12,+0100,"GET /index.php/category/uncategorized/ HTTP/1.1"" 404 21756 ""http://example.com/"" ""Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:74.0) Gecko/20100101 Firefox/74.0",20f25e8a,"GET <*> HTTP/<*>.<*>"" <*> <*> <*> ""Mozilla/<*>.<*> (X11; Ubuntu; Linux x86_<*>; rv:<*>.<*>) Gecko/<*> Firefox/<*>.<*>","['/index.php/category/uncategorized/', '1.1', '404', '21756 ""http://example.com/""', '5.0', '64', '74.0', '20100101', '74.0']"
38,Server,10.0.0.9,14/Mar/2020:12:49:29,+0100,"GET / HTTP/1.1"" 200 7632 ""http://example.com/index.php/category/uncategorized/"" ""Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:74.0) Gecko/20100101 Firefox/74.0",20f25e8a,"GET <*> HTTP/<*>.<*>"" <*> <*> <*> ""Mozilla/<*>.<*> (X11; Ubuntu; Linux x86_<*>; rv:<*>.<*>) Gecko/<*> Firefox/<*>.<*>","['/', '1.1', '200', '7632 ""http://example.com/index.php/category/uncategorized/""', '5.0', '64', '74.0', '20100101', '74.0']"
39,Server,10.0.0.9,14/Mar/2020:12:49:29,+0100,"GET / HTTP/1.1"" 200 7599 ""http://example.com/"" ""Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:74.0) Gecko/20100101 Firefox/74.0",20f25e8a,"GET <*> HTTP/<*>.<*>"" <*> <*> <*> ""Mozilla/<*>.<*> (X11; Ubuntu; Linux x86_<*>; rv:<*>.<*>) Gecko/<*> Firefox/<*>.<*>","['/', '1.1', '200', '7599 ""http://example.com/""', '5.0', '64', '74.0', '20100101', '74.0']"
40,Server,10.0.0.9,14/Mar/2020:12:52:22,+0100,"GET /index.php/category/uncategorized/ HTTP/1.1"" 404 21756 ""http://example.com/"" ""Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:74.0) Gecko/20100101 Firefox/74.0",20f25e8a,"GET <*> HTTP/<*>.<*>"" <*> <*> <*> ""Mozilla/<*>.<*> (X11; Ubuntu; Linux x86_<*>; rv:<*>.<*>) Gecko/<*> Firefox/<*>.<*>","['/index.php/category/uncategorized/', '1.1', '404', '21756 ""http://example.com/""', '5.0', '64', '74.0', '20100101', '74.0']"
41,Server,10.0.0.12,14/Mar/2020:12:52:29,+0100,"GET / HTTP/1.1"" 200 7632 ""http://example.com/?s="" ""Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:74.0) Gecko/20100101 Firefox/74.0",20f25e8a,"GET <*> HTTP/<*>.<*>"" <*> <*> <*> ""Mozilla/<*>.<*> (X11; Ubuntu; Linux x86_<*>; rv:<*>.<*>) Gecko/<*> Firefox/<*>.<*>","['/', '1.1', '200', '7632 ""http://example.com/?s=""', '5.0', '64', '74.0', '20100101', '74.0']"
42,Server,10.0.0.12,14/Mar/2020:12:52:29,+0100,"GET / HTTP/1.1"" 200 7599 ""http://example.com/"" ""Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:74.0) Gecko/20100101 Firefox/74.0",20f25e8a,"GET <*> HTTP/<*>.<*>"" <*> <*> <*> ""Mozilla/<*>.<*> (X11; Ubuntu; Linux x86_<*>; rv:<*>.<*>) Gecko/<*> Firefox/<*>.<*>","['/', '1.1', '200', '7599 ""http://example.com/""', '5.0', '64', '74.0', '20100101', '74.0']"
43,Server,10.0.0.6,14/Mar/2020:12:52:40,+0100,"GET /index.php/2020/03/04/hello-world/ HTTP/1.1"" 200 9010 ""http://example.com/index.php/category/uncategorized/"" ""Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:74.0) Gecko/20100101 Firefox/74.0",20f25e8a,"GET <*> HTTP/<*>.<*>"" <*> <*> <*> ""Mozilla/<*>.<*> (X11; Ubuntu; Linux x86_<*>; rv:<*>.<*>) Gecko/<*> Firefox/<*>.<*>","['/index.php/2020/03/04/hello-world/', '1.1', '200', '9010 ""http://example.com/index.php/category/uncategorized/""', '5.0', '64', '74.0', '20100101', '74.0']"
44,Server,10.0.0.6,14/Mar/2020:12:52:40,+0100,"GET /wp-includes/js/comment-reply.min.js?ver=5.3.2 HTTP/1.1"" 200 1481 ""http://example.com/index.php/2020/03/04/hello-world/"" ""Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:74.0) Gecko/20100101 Firefox/74.0",20f25e8a,"GET <*> HTTP/<*>.<*>"" <*> <*> <*> ""Mozilla/<*>.<*> (X11; Ubuntu; Linux x86_<*>; rv:<*>.<*>) Gecko/<*> Firefox/<*>.<*>","['/wp-includes/js/comment-reply.min.js?ver=5.3.2', '1.1', '200', '1481 ""http://example.com/index.php/2020/03/04/hello-world/""', '5.0', '64', '74.0', '20100101', '74.0']"
45,Server,10.0.0.6,14/Mar/2020:12:52:40,+0100,"GET /index.php/2020/03/07/important-news/ HTTP/1.1"" 200 8410 ""http://example.com/index.php/2020/03/04/hello-world/"" ""Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:74.0) Gecko/20100101 Firefox/74.0",20f25e8a,"GET <*> HTTP/<*>.<*>"" <*> <*> <*> ""Mozilla/<*>.<*> (X11; Ubuntu; Linux x86_<*>; rv:<*>.<*>) Gecko/<*> Firefox/<*>.<*>","['/index.php/2020/03/07/important-news/', '1.1', '200', '8410 ""http://example.com/index.php/2020/03/04/hello-world/""', '5.0', '64', '74.0', '20100101', '74.0']"
